Person,Date,Activity,Activity Duration
43,2024-03-04,Meal,0.5
43,2024-03-04,On Queue,7.5
43,2024-03-05,Break,0.5
43,2024-03-05,Meal,0.5
43,2024-03-05,On Queue,7.5
43,2024-03-06,Break,0.5
43,2024-03-06,Meal,0.5
43,2024-03-06,On Queue,7.5
43,2024-03-07,Break,0.5
43,2024-03-07,Meal,0.5
43,2024-03-07,On Queue,7.5
43,2024-03-08,Break,0.5
43,2024-03-08,Meal,0.5
43,2024-03-08,On Queue,7.5
43,2024-03-11,Break,0.5
43,2024-03-11,Meal,0.5
43,2024-03-11,On Queue,7.5
43,2024-03-12,Break,0.5
43,2024-03-12,Meal,0.5
43,2024-03-12,On Queue,7.5
43,2024-03-13,Break,0.5
43,2024-03-13,Meal,0.5
43,2024-03-13,On Queue,7.5
43,2024-03-14,Break,0.5
43,2024-03-14,Meal,0.5
43,2024-03-14,On Queue,7.5
43,2024-03-15,Break,0.5
43,2024-03-15,Meal,0.5
43,2024-03-15,On Queue,7.5
43,2024-03-18,Absent,0.2833333333333333
43,2024-03-18,Break,0.5
43,2024-03-18,Meal,0.5
43,2024-03-18,On Queue,7.216666666666667
43,2024-03-19,Break,0.5
43,2024-03-19,Meal,0.5
43,2024-03-19,Meeting,0.5
43,2024-03-19,On Queue,7.0
43,2024-03-20,Break,0.5
43,2024-03-20,Meal,0.5
43,2024-03-20,On Queue,7.5
43,2024-03-21,Break,0.5
43,2024-03-21,Meal,0.5
43,2024-03-21,On Queue,7.5
43,2024-03-22,Break,0.5
43,2024-03-22,Meal,0.5
43,2024-03-22,On Queue,7.5
44,2024-02-26,Break,0.5
44,2024-02-26,Meal,0.5
44,2024-02-26,On Queue,8.5
44,2024-02-27,Break,0.5
44,2024-02-27,Meal,0.5
44,2024-02-27,On Queue,8.5
44,2024-02-28,Break,0.5
44,2024-02-28,Meal,0.5
44,2024-02-28,On Queue,8.5
44,2024-02-29,Break,0.5
44,2024-02-29,Meal,0.5
44,2024-02-29,On Queue,8.5
44,2024-03-01,Break,0.25
44,2024-03-01,On Queue,3.75
44,2024-03-04,Break,0.5
44,2024-03-04,Meal,0.5
44,2024-03-04,On Queue,8.5
44,2024-03-05,Absent,6.15
44,2024-03-05,Break,0.25
44,2024-03-05,On Queue,3.1
44,2024-03-07,Break,0.5
44,2024-03-07,Meal,0.5
44,2024-03-07,On Queue,8.5
44,2024-03-08,Break,0.25
44,2024-03-08,On Queue,3.75
44,2024-03-11,Break,0.5
44,2024-03-11,Meal,0.5
44,2024-03-11,On Queue,8.5
44,2024-03-12,Break,0.5
44,2024-03-12,Meal,0.5
44,2024-03-12,On Queue,8.5
44,2024-03-13,Break,0.5
44,2024-03-13,Meal,0.5
44,2024-03-13,On Queue,8.5
44,2024-03-14,Break,0.5
44,2024-03-14,Meal,0.5
44,2024-03-14,On Queue,8.5
44,2024-03-15,Break,0.25
44,2024-03-15,On Queue,3.75
44,2024-03-18,Break,0.5
44,2024-03-18,Meal,0.5
44,2024-03-18,On Queue,8.5
44,2024-03-19,Break,0.5
44,2024-03-19,Meal,0.5
44,2024-03-19,On Queue,8.5
44,2024-03-20,Break,0.5
44,2024-03-20,Meal,0.5
44,2024-03-20,Meeting,0.5
44,2024-03-20,On Queue,8.0
44,2024-03-21,Absent,9.5
44,2024-03-22,Absent,4.0
45,2024-02-26,Accommodation,0.08333333333333333
45,2024-02-26,Break,0.5
45,2024-02-26,Meal,0.5
45,2024-02-26,On Queue,7.416666666666667
45,2024-02-27,Accommodation,0.08333333333333333
45,2024-02-27,Break,0.5
45,2024-02-27,Meal,0.5
45,2024-02-27,On Queue,7.416666666666667
45,2024-02-28,Accommodation,0.08333333333333333
45,2024-02-28,Break,0.5
45,2024-02-28,Meal,0.5
45,2024-02-28,On Queue,7.416666666666667
45,2024-02-29,Accommodation,0.08333333333333333
45,2024-02-29,Break,0.5
45,2024-02-29,Meal,0.5
45,2024-02-29,On Queue,7.416666666666667
45,2024-03-01,Accommodation,0.08333333333333333
45,2024-03-01,Break,0.5
45,2024-03-01,Meal,0.5
45,2024-03-01,On Queue,6.866666666666667
45,2024-03-01,Time Off,0.55
45,2024-03-04,Accommodation,0.08333333333333333
45,2024-03-04,Break,0.5
45,2024-03-04,Meal,0.5
45,2024-03-04,On Queue,7.416666666666667
45,2024-03-05,Accommodation,0.08333333333333333
45,2024-03-05,Break,0.5
45,2024-03-05,Meal,0.5
45,2024-03-05,On Queue,7.416666666666667
45,2024-03-06,Accommodation,0.08333333333333333
45,2024-03-06,Break,0.5
45,2024-03-06,Meal,0.5
45,2024-03-06,On Queue,7.416666666666667
45,2024-03-07,Accommodation,0.08333333333333333
45,2024-03-07,Break,0.5
45,2024-03-07,Meal,0.5
45,2024-03-07,On Queue,7.416666666666667
45,2024-03-08,Accommodation,0.08333333333333333
45,2024-03-08,Break,0.25
45,2024-03-08,Extra Hours,2.0
45,2024-03-08,Meal,0.5
45,2024-03-08,On Queue,6.066666666666666
45,2024-03-08,Split,3.5
45,2024-03-08,Time Off,1.6
45,2024-03-09,Break,0.25
45,2024-03-09,Extra Hours,4.25
45,2024-03-11,Accommodation,0.08333333333333333
45,2024-03-11,Break,0.5
45,2024-03-11,Meal,0.5
45,2024-03-11,On Queue,7.416666666666667
45,2024-03-12,Accommodation,0.08333333333333333
45,2024-03-12,Break,0.5
45,2024-03-12,Meal,0.5
45,2024-03-12,On Queue,7.416666666666667
45,2024-03-13,Accommodation,0.08333333333333333
45,2024-03-13,Break,0.5
45,2024-03-13,Meal,0.5
45,2024-03-13,On Queue,7.416666666666667
45,2024-03-14,Accommodation,0.08333333333333333
45,2024-03-14,Break,0.5
45,2024-03-14,Meal,0.5
45,2024-03-14,On Queue,7.416666666666667
45,2024-03-15,Accommodation,0.08333333333333333
45,2024-03-15,Break,0.5
45,2024-03-15,Meal,0.5
45,2024-03-15,On Queue,7.416666666666667
45,2024-03-18,Accommodation,0.08333333333333333
45,2024-03-18,Break,0.5
45,2024-03-18,Meal,0.5
45,2024-03-18,On Queue,7.416666666666667
45,2024-03-19,Accommodation,0.08333333333333333
45,2024-03-19,Break,0.5
45,2024-03-19,Meal,0.5
45,2024-03-19,On Queue,7.416666666666667
45,2024-03-20,Accommodation,0.08333333333333333
45,2024-03-20,Break,0.5
45,2024-03-20,Meal,0.5
45,2024-03-20,Meeting,0.5
45,2024-03-20,On Queue,6.916666666666667
45,2024-03-21,Accommodation,0.08333333333333333
45,2024-03-21,Break,0.5
45,2024-03-21,Meal,0.5
45,2024-03-21,On Queue,7.416666666666667
45,2024-03-22,Accommodation,0.08333333333333333
45,2024-03-22,Break,0.5
45,2024-03-22,Meal,0.5
45,2024-03-22,On Queue,7.416666666666667
46,2024-02-26,Break,0.5
46,2024-02-26,Meal,0.5
46,2024-02-26,On Queue,7.5
46,2024-02-27,Break,0.5
46,2024-02-27,Meal,0.5
46,2024-02-27,On Queue,7.5
46,2024-02-28,Break,0.5
46,2024-02-28,Meal,0.5
46,2024-02-28,On Queue,7.5
46,2024-02-29,Break,0.5
46,2024-02-29,Meal,0.5
46,2024-02-29,On Queue,7.5
46,2024-03-01,Absent,1.2333333333333334
46,2024-03-01,Break,0.5
46,2024-03-01,Meal,0.5
46,2024-03-01,On Queue,6.266666666666667
46,2024-03-04,Break,0.5
46,2024-03-04,Meal,0.5
46,2024-03-04,On Queue,7.5
46,2024-03-05,Break,0.5
46,2024-03-05,Meal,0.5
46,2024-03-05,On Queue,7.5
46,2024-03-06,Absent,0.95
46,2024-03-06,Break,0.5
46,2024-03-06,Meal,0.5
46,2024-03-06,On Queue,7.05
46,2024-03-07,Break,0.5
46,2024-03-07,Meal,0.5
46,2024-03-07,On Queue,7.5
46,2024-03-08,Break,0.5
46,2024-03-08,Meal,0.5
46,2024-03-08,On Queue,7.5
46,2024-03-11,Break,0.5
46,2024-03-11,Meal,0.5
46,2024-03-11,On Queue,7.5
46,2024-03-12,Break,0.5
46,2024-03-12,Meal,0.5
46,2024-03-12,On Queue,7.5
46,2024-03-13,Break,0.5
46,2024-03-13,Meal,0.5
46,2024-03-13,On Queue,7.5
46,2024-03-14,Break,0.5
46,2024-03-14,Meal,0.5
46,2024-03-14,On Queue,7.5
46,2024-03-15,Absent,3.5166666666666666
46,2024-03-15,Break,0.25
46,2024-03-15,Meal,0.5
46,2024-03-15,On Queue,4.233333333333333
46,2024-03-18,Break,0.5
46,2024-03-18,Meal,0.5
46,2024-03-18,On Queue,7.5
46,2024-03-19,Break,0.5
46,2024-03-19,Meal,0.5
46,2024-03-19,Meeting,0.5
46,2024-03-19,On Queue,7.0
46,2024-03-20,Absent,0.5
46,2024-03-20,Break,0.5
46,2024-03-20,Meal,0.5
46,2024-03-20,On Queue,7.0
46,2024-03-21,Break,0.5
46,2024-03-21,Meal,0.5
46,2024-03-21,On Queue,7.5
46,2024-03-22,Break,0.5
46,2024-03-22,Meal,0.5
46,2024-03-22,On Queue,6.0
46,2024-03-22,Program Training,1.5
47,2024-02-28,Break,0.5
47,2024-02-28,Meal,0.5
47,2024-02-28,On Queue,7.5
47,2024-02-29,Break,0.5
47,2024-02-29,Meal,0.5
47,2024-02-29,On Queue,7.5
47,2024-03-04,Break,0.5
47,2024-03-04,Meal,0.5
47,2024-03-04,On Queue,7.5
47,2024-03-05,Absent,1.7833333333333334
47,2024-03-05,Break,0.25
47,2024-03-05,Meal,0.5
47,2024-03-05,On Queue,5.966666666666667
47,2024-03-08,Absent,3.65
47,2024-03-08,Break,0.25
47,2024-03-08,Meal,0.5
47,2024-03-08,On Queue,4.1
47,2024-03-11,Absent,8.5
47,2024-03-13,Break,0.5
47,2024-03-13,Meal,0.5
47,2024-03-13,On Queue,7.5
47,2024-03-14,Break,0.5
47,2024-03-14,Meal,0.5
47,2024-03-14,On Queue,7.5
47,2024-03-15,Break,0.5
47,2024-03-15,Meal,0.5
47,2024-03-15,On Queue,7.5
47,2024-03-18,Absent,2.2333333333333334
47,2024-03-18,Break,0.25
47,2024-03-18,Meal,0.5
47,2024-03-18,On Queue,5.516666666666667
47,2024-03-19,Break,0.5
47,2024-03-19,Meal,0.5
47,2024-03-19,On Queue,7.5
47,2024-03-20,Break,0.5
47,2024-03-20,Meal,0.5
47,2024-03-20,Meeting,0.5
47,2024-03-20,On Queue,7.0
47,2024-03-21,Break,0.25
47,2024-03-21,Meal,0.5
47,2024-03-21,On Queue,7.75
47,2024-03-22,Absent,3.1
47,2024-03-22,Break,0.25
47,2024-03-22,Meal,0.5
47,2024-03-22,On Queue,4.65
48,2024-02-26,Absent,3.9833333333333334
48,2024-02-26,Break,0.25
48,2024-02-26,Meal,0.5
48,2024-02-26,On Queue,3.7666666666666666
48,2024-02-27,Break,0.5
48,2024-02-27,Meal,0.5
48,2024-02-27,On Queue,7.5
48,2024-02-28,Break,0.5
48,2024-02-28,Meal,0.5
48,2024-02-28,On Queue,7.5
48,2024-02-29,Break,0.5
48,2024-02-29,Meal,0.5
48,2024-02-29,On Queue,7.5
48,2024-03-01,Break,0.5
48,2024-03-01,Meal,0.5
48,2024-03-01,On Queue,7.5
48,2024-03-02,Break,0.25
48,2024-03-02,Extra Hours,4.25
48,2024-03-04,Break,0.5
48,2024-03-04,Meal,0.5
48,2024-03-04,On Queue,7.5
48,2024-03-05,Break,0.5
48,2024-03-05,Meal,0.5
48,2024-03-05,On Queue,7.5
48,2024-03-06,Absent,4.1
48,2024-03-06,On Queue,4.4
48,2024-03-07,Absent,0.4166666666666667
48,2024-03-07,Break,0.5
48,2024-03-07,Meal,0.5
48,2024-03-07,On Queue,7.083333333333333
48,2024-03-08,Break,0.5
48,2024-03-08,Meal,0.5
48,2024-03-08,On Queue,7.5
48,2024-03-11,Break,0.5
48,2024-03-11,Meal,0.5
48,2024-03-11,On Queue,7.5
48,2024-03-12,Break,0.5
48,2024-03-12,Meal,0.5
48,2024-03-12,On Queue,7.5
48,2024-03-13,Break,0.25
48,2024-03-13,Meal,0.5
48,2024-03-13,On Queue,7.75
48,2024-03-14,Break,0.5
48,2024-03-14,Meal,0.5
48,2024-03-14,On Queue,7.5
48,2024-03-15,Break,0.5
48,2024-03-15,Meal,0.5
48,2024-03-15,On Queue,7.5
48,2024-03-18,Break,0.5
48,2024-03-18,Meal,0.5
48,2024-03-18,On Queue,7.5
48,2024-03-19,Break,0.5
48,2024-03-19,Meal,0.5
48,2024-03-19,On Queue,7.5
48,2024-03-20,Break,0.5
48,2024-03-20,Meal,0.5
48,2024-03-20,On Queue,7.5
48,2024-03-21,Break,0.5
48,2024-03-21,Meal,0.5
48,2024-03-21,On Queue,7.5
48,2024-03-22,Break,0.5
48,2024-03-22,Meal,0.5
48,2024-03-22,On Queue,7.5
49,2024-02-26,Break,0.25
49,2024-02-26,On Queue,4.75
49,2024-02-27,Break,0.25
49,2024-02-27,On Queue,4.75
49,2024-02-28,Break,0.25
49,2024-02-28,On Queue,4.75
49,2024-03-05,Break,0.25
49,2024-03-05,On Queue,4.75
49,2024-03-06,Break,0.25
49,2024-03-06,On Queue,4.75
49,2024-03-07,Break,0.25
49,2024-03-07,On Queue,4.75
49,2024-03-08,Break,0.25
49,2024-03-08,On Queue,4.75
49,2024-03-11,Break,0.25
49,2024-03-11,On Queue,4.75
49,2024-03-12,Break,0.25
49,2024-03-12,On Queue,4.75
49,2024-03-13,Break,0.25
49,2024-03-13,On Queue,4.75
49,2024-03-14,Absent,5.0
49,2024-03-15,Break,0.25
49,2024-03-15,On Queue,4.75
49,2024-03-18,Absent,0.5
49,2024-03-18,Break,0.25
49,2024-03-18,On Queue,4.25
49,2024-03-19,Break,0.25
49,2024-03-19,Meeting,0.5
49,2024-03-19,On Queue,4.25
49,2024-03-20,Break,0.25
49,2024-03-20,On Queue,4.75
49,2024-03-21,Break,0.25
49,2024-03-21,On Queue,4.75
49,2024-03-22,Break,0.25
49,2024-03-22,On Queue,4.75
50,2024-02-26,Break,0.25
50,2024-02-26,On Queue,7.75
50,2024-02-26,Split,6.0
50,2024-02-27,Break,0.25
50,2024-02-27,On Queue,7.75
50,2024-02-27,Split,6.0
50,2024-02-28,Break,0.25
50,2024-02-28,On Queue,7.75
50,2024-02-28,Split,6.0
50,2024-02-29,Break,0.25
50,2024-02-29,On Queue,7.75
50,2024-02-29,Split,6.0
50,2024-03-03,Break,0.5
50,2024-03-03,Meal,0.5
50,2024-03-03,On Queue,7.5
50,2024-03-04,Break,0.25
50,2024-03-04,On Queue,7.75
50,2024-03-04,Split,6.0
50,2024-03-05,Break,0.25
50,2024-03-05,On Queue,7.75
50,2024-03-05,Split,6.0
50,2024-03-06,On Queue,6.0
50,2024-03-06,Split,6.0
50,2024-03-06,Time Off,3.0
50,2024-03-07,Break,0.25
50,2024-03-07,On Queue,7.75
50,2024-03-07,Split,6.0
50,2024-03-10,Break,0.5
50,2024-03-10,Meal,0.5
50,2024-03-10,On Queue,7.5
50,2024-03-11,Break,0.25
50,2024-03-11,On Queue,7.75
50,2024-03-11,Split,6.0
50,2024-03-12,Break,0.25
50,2024-03-12,On Queue,7.75
50,2024-03-12,Split,6.0
50,2024-03-13,Break,0.25
50,2024-03-13,On Queue,7.75
50,2024-03-13,Split,6.0
50,2024-03-14,Break,0.25
50,2024-03-14,On Queue,7.75
50,2024-03-14,Split,6.0
50,2024-03-17,Break,0.5
50,2024-03-17,Meal,0.5
50,2024-03-17,On Queue,7.5
50,2024-03-18,Break,0.25
50,2024-03-18,On Queue,7.75
50,2024-03-18,Split,6.0
50,2024-03-19,Break,0.25
50,2024-03-19,Meeting,0.5
50,2024-03-19,On Queue,7.25
50,2024-03-19,Split,6.0
50,2024-03-20,Break,0.25
50,2024-03-20,On Queue,7.75
50,2024-03-20,Split,6.0
50,2024-03-21,Break,0.25
50,2024-03-21,On Queue,7.75
50,2024-03-21,Split,6.0
50,2024-03-24,Break,0.5
50,2024-03-24,Meal,0.5
50,2024-03-24,On Queue,7.5
51,2024-02-26,Break,0.25
51,2024-02-26,On Queue,3.75
51,2024-02-27,Break,0.25
51,2024-02-27,On Queue,3.75
51,2024-02-28,Break,0.25
51,2024-02-28,On Queue,3.75
51,2024-02-29,Break,0.25
51,2024-02-29,On Queue,3.75
51,2024-03-01,Break,0.25
51,2024-03-01,On Queue,3.75
51,2024-03-05,Break,0.25
51,2024-03-05,On Queue,3.75
51,2024-03-06,Break,0.25
51,2024-03-06,On Queue,3.75
51,2024-03-07,Break,0.25
51,2024-03-07,On Queue,3.75
51,2024-03-08,Absent,3.566666666666667
51,2024-03-08,On Queue,0.43333333333333335
51,2024-03-11,Break,0.25
51,2024-03-11,On Queue,3.75
51,2024-03-12,Absent,0.7166666666666667
51,2024-03-12,Break,0.25
51,2024-03-12,On Queue,3.033333333333333
51,2024-03-13,Absent,3.966666666666667
51,2024-03-13,On Queue,0.03333333333333333
51,2024-03-14,Absent,4.0
51,2024-03-15,Break,0.25
51,2024-03-15,On Queue,3.75
51,2024-03-18,Break,0.25
51,2024-03-18,On Queue,3.75
51,2024-03-19,Break,0.25
51,2024-03-19,On Queue,3.75
51,2024-03-20,Break,0.25
51,2024-03-20,Meeting,0.5
51,2024-03-20,On Queue,3.25
51,2024-03-21,Break,0.25
51,2024-03-21,On Queue,3.75
51,2024-03-22,Break,0.25
51,2024-03-22,On Queue,3.75
52,2024-02-26,Break,0.5
52,2024-02-26,Meal,0.5
52,2024-02-26,On Queue,7.5
52,2024-02-27,Break,0.5
52,2024-02-27,Meal,0.5
52,2024-02-27,On Queue,7.5
52,2024-02-28,Break,0.5
52,2024-02-28,Meal,0.5
52,2024-02-28,On Queue,7.5
52,2024-02-29,Break,0.5
52,2024-02-29,Meal,0.5
52,2024-02-29,On Queue,7.5
52,2024-03-01,Break,0.5
52,2024-03-01,Meal,0.5
52,2024-03-01,On Queue,7.5
52,2024-03-04,Break,0.5
52,2024-03-04,Meal,0.5
52,2024-03-04,On Queue,7.5
52,2024-03-05,Break,0.5
52,2024-03-05,Meal,0.5
52,2024-03-05,On Queue,7.5
52,2024-03-06,Break,0.5
52,2024-03-06,Meal,0.5
52,2024-03-06,On Queue,7.5
52,2024-03-08,Break,0.5
52,2024-03-08,Meal,0.5
52,2024-03-08,On Queue,7.5
52,2024-03-11,Break,0.5
52,2024-03-11,Meal,0.5
52,2024-03-11,On Queue,7.5
52,2024-03-12,Break,0.5
52,2024-03-12,Meal,0.5
52,2024-03-12,On Queue,7.5
52,2024-03-13,Break,0.5
52,2024-03-13,Meal,0.5
52,2024-03-13,On Queue,7.5
52,2024-03-14,Break,0.5
52,2024-03-14,Meal,0.5
52,2024-03-14,On Queue,7.5
52,2024-03-15,Break,0.5
52,2024-03-15,Meal,0.5
52,2024-03-15,On Queue,7.5
52,2024-03-18,Break,0.5
52,2024-03-18,Meal,0.5
52,2024-03-18,On Queue,7.5
52,2024-03-19,Break,0.5
52,2024-03-19,Meal,0.5
52,2024-03-19,On Queue,7.5
52,2024-03-20,Break,0.5
52,2024-03-20,Meal,0.5
52,2024-03-20,Meeting,0.5
52,2024-03-20,On Queue,7.0
52,2024-03-21,Break,0.5
52,2024-03-21,Meal,0.5
52,2024-03-21,On Queue,7.5
52,2024-03-22,Break,0.5
52,2024-03-22,Meal,0.5
52,2024-03-22,On Queue,7.5
53,2024-02-28,Break,0.5
53,2024-02-28,Meal,0.5
53,2024-02-28,On Queue,7.0
53,2024-02-29,Break,0.5
53,2024-02-29,Meal,0.5
53,2024-02-29,On Queue,7.0
53,2024-03-01,Break,0.5
53,2024-03-01,Meal,0.5
53,2024-03-01,On Queue,7.0
53,2024-03-02,Break,0.5
53,2024-03-02,Meal,0.5
53,2024-03-02,Program Training,7.5
53,2024-03-06,Absent,3.0
53,2024-03-06,Break,0.25
53,2024-03-06,Meal,0.5
53,2024-03-06,On Queue,4.25
53,2024-03-07,Break,0.5
53,2024-03-07,Meal,0.5
53,2024-03-07,On Queue,7.0
53,2024-03-08,Break,0.5
53,2024-03-08,Meal,0.5
53,2024-03-08,On Queue,7.0
53,2024-03-09,Break,0.5
53,2024-03-09,Meal,0.5
53,2024-03-09,Program Training,7.5
53,2024-03-13,Break,0.5
53,2024-03-13,Meal,0.5
53,2024-03-13,On Queue,5.0
53,2024-03-13,Program Training,2.0
53,2024-03-14,Break,0.5
53,2024-03-14,Meal,0.5
53,2024-03-14,On Queue,5.0
53,2024-03-14,Program Training,2.0
53,2024-03-15,Break,0.5
53,2024-03-15,Meal,0.5
53,2024-03-15,On Queue,7.0
53,2024-03-16,Absent,8.0
53,2024-03-20,Absent,8.0
53,2024-03-21,NCNS,8.0
53,2024-03-22,Leave,8.0
53,2024-03-23,Leave,8.0
54,2024-02-26,Break,0.5
54,2024-02-26,Meal,0.5
54,2024-02-26,On Queue,7.5
54,2024-02-27,Break,0.5
54,2024-02-27,Meal,0.5
54,2024-02-27,On Queue,7.5
54,2024-02-28,Break,0.5
54,2024-02-28,Meal,0.5
54,2024-02-28,On Queue,7.5
54,2024-02-29,Break,0.5
54,2024-02-29,Meal,0.5
54,2024-02-29,On Queue,7.5
54,2024-03-01,Break,0.5
54,2024-03-01,Meal,0.5
54,2024-03-01,On Queue,7.5
54,2024-03-04,Break,0.5
54,2024-03-04,Meal,0.5
54,2024-03-04,On Queue,7.5
54,2024-03-05,Break,0.5
54,2024-03-05,Meal,0.5
54,2024-03-05,On Queue,7.5
54,2024-03-06,Break,0.5
54,2024-03-06,Meal,0.5
54,2024-03-06,On Queue,7.5
54,2024-03-07,Break,0.5
54,2024-03-07,Meal,0.5
54,2024-03-07,On Queue,7.5
54,2024-03-08,Break,0.5
54,2024-03-08,Meal,0.5
54,2024-03-08,On Queue,7.5
54,2024-03-11,Break,0.5
54,2024-03-11,Meal,0.5
54,2024-03-11,On Queue,7.5
54,2024-03-12,Break,0.5
54,2024-03-12,Meal,0.5
54,2024-03-12,On Queue,7.5
54,2024-03-13,Absent,0.6333333333333333
54,2024-03-13,Break,0.25
54,2024-03-13,Meal,0.5
54,2024-03-13,On Queue,7.116666666666666
54,2024-03-14,Break,0.5
54,2024-03-14,Meal,0.5
54,2024-03-14,On Queue,7.5
54,2024-03-15,Break,0.5
54,2024-03-15,Meal,0.5
54,2024-03-15,On Queue,7.5
54,2024-03-18,Break,0.5
54,2024-03-18,Meal,0.5
54,2024-03-18,On Queue,7.5
54,2024-03-19,Break,0.5
54,2024-03-19,Meal,0.5
54,2024-03-19,On Queue,7.5
54,2024-03-20,Break,0.5
54,2024-03-20,Meal,0.5
54,2024-03-20,Meeting,0.5
54,2024-03-20,On Queue,7.0
54,2024-03-22,Break,0.5
54,2024-03-22,Meal,0.5
54,2024-03-22,On Queue,7.5
55,2024-02-26,Break,0.5
55,2024-02-26,Meal,0.5
55,2024-02-26,On Queue,7.5
55,2024-02-27,Break,0.5
55,2024-02-27,Meal,0.5
55,2024-02-27,On Queue,7.5
55,2024-02-28,Break,0.5
55,2024-02-28,Meal,0.5
55,2024-02-28,On Queue,7.5
55,2024-03-01,Absent,2.15
55,2024-03-01,Break,0.25
55,2024-03-01,Meal,0.5
55,2024-03-01,On Queue,5.6
55,2024-03-02,Break,0.5
55,2024-03-02,Meal,0.5
55,2024-03-02,Program Training,7.5
55,2024-03-04,Break,0.25
55,2024-03-04,Meal,0.5
55,2024-03-04,On Queue,4.75
55,2024-03-04,Time Off,3.0
55,2024-03-05,Break,0.5
55,2024-03-05,Meal,0.5
55,2024-03-05,On Queue,7.5
55,2024-03-06,Break,0.5
55,2024-03-06,Meal,0.5
55,2024-03-06,On Queue,7.5
55,2024-03-08,Break,0.5
55,2024-03-08,Meal,0.5
55,2024-03-08,On Queue,7.5
55,2024-03-09,Break,0.5
55,2024-03-09,Meal,0.5
55,2024-03-09,Program Training,7.5
55,2024-03-11,Break,0.5
55,2024-03-11,Meal,0.5
55,2024-03-11,On Queue,7.5
55,2024-03-12,Break,0.5
55,2024-03-12,Meal,0.5
55,2024-03-12,On Queue,7.5
55,2024-03-13,Break,0.5
55,2024-03-13,Meal,0.5
55,2024-03-13,On Queue,5.5
55,2024-03-13,Program Training,2.0
55,2024-03-15,Break,0.5
55,2024-03-15,Meal,0.5
55,2024-03-15,On Queue,5.5
55,2024-03-15,Program Training,2.0
55,2024-03-16,Break,0.5
55,2024-03-16,Meal,0.5
55,2024-03-16,Program Training,7.5
55,2024-03-18,Break,0.5
55,2024-03-18,Meal,0.5
55,2024-03-18,On Queue,7.5
55,2024-03-19,Absent,5.816666666666666
55,2024-03-19,Break,0.25
55,2024-03-19,Meeting,0.5
55,2024-03-19,On Queue,1.25
55,2024-03-19,Program Training,0.6833333333333333
55,2024-03-20,Time Off,8.5
55,2024-03-22,Time Off,8.5
55,2024-03-23,Time Off,8.5
56,2024-02-26,Break,0.5
56,2024-02-26,Meal,0.5
56,2024-02-26,On Queue,7.5
56,2024-02-27,Break,0.5
56,2024-02-27,Meal,0.5
56,2024-02-27,On Queue,7.0
56,2024-02-27,Time Off,0.5
56,2024-02-28,Break,0.5
56,2024-02-28,Meal,0.5
56,2024-02-28,On Queue,7.5
56,2024-02-29,Break,0.5
56,2024-02-29,Meal,0.5
56,2024-02-29,On Queue,7.5
56,2024-03-01,Break,0.5
56,2024-03-01,Meal,0.5
56,2024-03-01,On Queue,7.5
56,2024-03-04,Absent,3.683333333333333
56,2024-03-04,Break,0.25
56,2024-03-04,Meal,0.5
56,2024-03-04,On Queue,4.066666666666666
56,2024-03-05,Break,0.5
56,2024-03-05,Meal,0.5
56,2024-03-05,On Queue,7.5
56,2024-03-06,Break,0.5
56,2024-03-06,Meal,0.5
56,2024-03-06,On Queue,7.5
56,2024-03-07,Break,0.5
56,2024-03-07,Meal,0.5
56,2024-03-07,On Queue,7.5
56,2024-03-08,Break,0.5
56,2024-03-08,Meal,0.5
56,2024-03-08,On Queue,7.5
56,2024-03-11,Break,0.25
56,2024-03-11,Meal,0.5
56,2024-03-11,On Queue,5.75
56,2024-03-11,Time Off,2.0
56,2024-03-12,Break,0.5
56,2024-03-12,Meal,0.5
56,2024-03-12,On Queue,7.5
56,2024-03-13,Break,0.5
56,2024-03-13,Meal,0.5
56,2024-03-13,On Queue,7.5
56,2024-03-14,Break,0.5
56,2024-03-14,Meal,0.5
56,2024-03-14,On Queue,7.5
56,2024-03-15,Break,0.5
56,2024-03-15,Meal,0.5
56,2024-03-15,On Queue,7.5
56,2024-03-18,Break,0.5
56,2024-03-18,Meal,0.5
56,2024-03-18,On Queue,7.5
56,2024-03-20,Break,0.5
56,2024-03-20,Meal,0.5
56,2024-03-20,Meeting,0.5
56,2024-03-20,On Queue,7.0
56,2024-03-21,Break,0.5
56,2024-03-21,Meal,0.5
56,2024-03-21,On Queue,7.5
56,2024-03-22,Break,0.5
56,2024-03-22,Meal,0.5
56,2024-03-22,On Queue,7.5
58,2024-02-26,Break,0.5
58,2024-02-26,Meal,0.5
58,2024-02-26,On Queue,7.5
58,2024-02-27,Break,0.5
58,2024-02-27,Meal,0.5
58,2024-02-27,On Queue,7.5
58,2024-02-28,Break,0.5
58,2024-02-28,Meal,0.5
58,2024-02-28,On Queue,7.5
58,2024-02-29,Break,0.5
58,2024-02-29,Meal,0.5
58,2024-02-29,On Queue,7.5
58,2024-03-01,Break,0.5
58,2024-03-01,Meal,0.5
58,2024-03-01,On Queue,7.5
58,2024-03-04,Break,0.25
58,2024-03-04,Meal,0.5
58,2024-03-04,On Queue,4.25
58,2024-03-04,Time Off,3.5
58,2024-03-05,Break,0.5
58,2024-03-05,Meal,0.5
58,2024-03-05,On Queue,7.5
58,2024-03-06,Break,0.5
58,2024-03-06,Meal,0.5
58,2024-03-06,On Queue,7.5
58,2024-03-07,Break,0.5
58,2024-03-07,Meal,0.5
58,2024-03-07,On Queue,7.5
58,2024-03-08,Break,0.5
