Date,Weekday,Person,Shift Start Time,Shift End Time,Activity,Activity Start Time,Activity End Time,Day Off
2024-03-13,Wednesday,Person 28,12:00:00,20:30:00,On Queue,16:00:00,18:15:00,
2024-03-13,Wednesday,Person 28,12:00:00,20:30:00,Break,18:15:00,18:30:00,
2024-03-13,Wednesday,Person 28,12:00:00,20:30:00,On Queue,18:30:00,20:30:00,
2024-03-14,Thursday,Person 28,12:00:00,20:30:00,On Queue,12:00:00,15:45:00,
2024-03-14,Thursday,Person 28,12:00:00,20:30:00,Break,15:45:00,16:00:00,
2024-03-14,Thursday,Person 28,12:00:00,20:30:00,On Queue,16:00:00,17:30:00,
2024-03-14,Thursday,Person 28,12:00:00,20:30:00,Meal,17:30:00,18:00:00,
2024-03-14,Thursday,Person 28,12:00:00,20:30:00,On Queue,18:00:00,18:40:00,
2024-03-14,Thursday,Person 28,12:00:00,20:30:00,Break,18:40:00,18:55:00,
2024-03-14,Thursday,Person 28,12:00:00,20:30:00,On Queue,18:55:00,20:30:00,
2024-03-15,Friday,Person 28,12:00:00,20:30:00,On Queue,12:00:00,15:45:00,
2024-03-15,Friday,Person 28,12:00:00,20:30:00,Break,15:45:00,16:00:00,
2024-03-15,Friday,Person 28,12:00:00,20:30:00,Time Off,16:00:00,20:30:00,
2024-03-18,Monday,Person 28,12:00:00,20:30:00,On Queue,12:00:00,14:45:00,
2024-03-18,Monday,Person 28,12:00:00,20:30:00,Break,14:45:00,15:00:00,
2024-03-18,Monday,Person 28,12:00:00,20:30:00,On Queue,15:00:00,17:30:00,
2024-03-18,Monday,Person 28,12:00:00,20:30:00,Meal,17:30:00,18:00:00,
2024-03-18,Monday,Person 28,12:00:00,20:30:00,On Queue,18:00:00,18:40:00,
2024-03-18,Monday,Person 28,12:00:00,20:30:00,Break,18:40:00,18:55:00,
2024-03-18,Monday,Person 28,12:00:00,20:30:00,On Queue,18:55:00,20:30:00,
2024-03-19,Tuesday,Person 28,12:00:00,20:30:00,On Queue,12:00:00,15:15:00,
2024-03-19,Tuesday,Person 28,12:00:00,20:30:00,Break,15:15:00,15:30:00,
2024-03-19,Tuesday,Person 28,12:00:00,20:30:00,On Queue,15:30:00,17:30:00,
2024-03-19,Tuesday,Person 28,12:00:00,20:30:00,Meal,17:30:00,18:00:00,
2024-03-19,Tuesday,Person 28,12:00:00,20:30:00,On Queue,18:00:00,18:40:00,
2024-03-19,Tuesday,Person 28,12:00:00,20:30:00,Break,18:40:00,18:55:00,
2024-03-19,Tuesday,Person 28,12:00:00,20:30:00,On Queue,18:55:00,20:30:00,
2024-03-20,Wednesday,Person 28,12:00:00,20:30:00,On Queue,12:00:00,13:30:00,
2024-03-20,Wednesday,Person 28,12:00:00,20:30:00,Break,13:30:00,13:45:00,
2024-03-20,Wednesday,Person 28,12:00:00,20:30:00,On Queue,13:45:00,15:40:00,
2024-03-20,Wednesday,Person 28,12:00:00,20:30:00,Meal,15:40:00,16:10:00,
2024-03-20,Wednesday,Person 28,12:00:00,20:30:00,On Queue,16:10:00,16:50:00,
2024-03-20,Wednesday,Person 28,12:00:00,20:30:00,Break,16:50:00,17:05:00,
2024-03-20,Wednesday,Person 28,12:00:00,20:30:00,On Queue,17:05:00,20:30:00,
2024-03-21,Thursday,Person 28,12:00:00,20:30:00,On Queue,12:00:00,15:15:00,
2024-03-21,Thursday,Person 28,12:00:00,20:30:00,Break,15:15:00,15:30:00,
2024-03-21,Thursday,Person 28,12:00:00,20:30:00,Meeting,15:30:00,16:00:00,
2024-03-21,Thursday,Person 28,12:00:00,20:30:00,On Queue,16:00:00,16:35:00,
2024-03-21,Thursday,Person 28,12:00:00,20:30:00,Absent,16:35:00,20:30:00,
2024-03-22,Friday,Person 28,12:00:00,20:30:00,On Queue,12:00:00,15:15:00,
2024-03-22,Friday,Person 28,12:00:00,20:30:00,Break,15:15:00,15:30:00,
2024-03-22,Friday,Person 28,12:00:00,20:30:00,On Queue,15:30:00,17:30:00,
2024-03-22,Friday,Person 28,12:00:00,20:30:00,Meal,17:30:00,18:00:00,
2024-03-22,Friday,Person 28,12:00:00,20:30:00,On Queue,18:00:00,18:40:00,
2024-03-22,Friday,Person 28,12:00:00,20:30:00,Break,18:40:00,18:55:00,
2024-03-22,Friday,Person 28,12:00:00,20:30:00,On Queue,18:55:00,20:30:00,
2024-02-27,Tuesday,Person 29,08:30:00,19:00:00,On Queue,08:30:00,10:15:00,
2024-02-27,Tuesday,Person 29,08:30:00,19:00:00,Break,10:15:00,10:30:00,
2024-02-27,Tuesday,Person 29,08:30:00,19:00:00,On Queue,10:30:00,12:15:00,
2024-02-27,Tuesday,Person 29,08:30:00,19:00:00,Meal,12:15:00,12:45:00,
2024-02-27,Tuesday,Person 29,08:30:00,19:00:00,On Queue,12:45:00,14:30:00,
2024-02-27,Tuesday,Person 29,08:30:00,19:00:00,Break,14:30:00,14:45:00,
2024-02-27,Tuesday,Person 29,08:30:00,19:00:00,On Queue,14:45:00,17:15:00,
2024-02-27,Tuesday,Person 29,08:30:00,19:00:00,Break,17:15:00,17:30:00,
2024-02-27,Tuesday,Person 29,08:30:00,19:00:00,On Queue,17:30:00,19:00:00,
2024-02-28,Wednesday,Person 29,08:30:00,19:00:00,On Queue,08:30:00,11:00:00,
2024-02-28,Wednesday,Person 29,08:30:00,19:00:00,Break,11:00:00,11:15:00,
2024-02-28,Wednesday,Person 29,08:30:00,19:00:00,On Queue,11:15:00,12:30:00,
2024-02-28,Wednesday,Person 29,08:30:00,19:00:00,Meal,12:30:00,13:00:00,
2024-02-28,Wednesday,Person 29,08:30:00,19:00:00,On Queue,13:00:00,15:00:00,
2024-02-28,Wednesday,Person 29,08:30:00,19:00:00,Break,15:00:00,15:15:00,
2024-02-28,Wednesday,Person 29,08:30:00,19:00:00,On Queue,15:15:00,17:30:00,
2024-02-28,Wednesday,Person 29,08:30:00,19:00:00,Break,17:30:00,17:45:00,
2024-02-28,Wednesday,Person 29,08:30:00,19:00:00,On Queue,17:45:00,19:00:00,
2024-02-29,Thursday,Person 29,08:30:00,19:00:00,On Queue,08:30:00,10:45:00,
2024-02-29,Thursday,Person 29,08:30:00,19:00:00,Break,10:45:00,11:00:00,
2024-02-29,Thursday,Person 29,08:30:00,19:00:00,On Queue,11:00:00,12:15:00,
2024-02-29,Thursday,Person 29,08:30:00,19:00:00,Meal,12:15:00,12:45:00,
2024-02-29,Thursday,Person 29,08:30:00,19:00:00,On Queue,12:45:00,15:00:00,
2024-02-29,Thursday,Person 29,08:30:00,19:00:00,Break,15:00:00,15:15:00,
2024-02-29,Thursday,Person 29,08:30:00,19:00:00,On Queue,15:15:00,16:45:00,
2024-02-29,Thursday,Person 29,08:30:00,19:00:00,Break,16:45:00,17:00:00,
2024-02-29,Thursday,Person 29,08:30:00,19:00:00,On Queue,17:00:00,19:00:00,
2024-03-02,Saturday,Person 29,09:00:00,17:30:00,Program Training,09:00:00,11:15:00,
2024-03-02,Saturday,Person 29,09:00:00,17:30:00,Break,11:15:00,11:30:00,
2024-03-02,Saturday,Person 29,09:00:00,17:30:00,Program Training,11:30:00,13:00:00,
2024-03-02,Saturday,Person 29,09:00:00,17:30:00,Meal,13:00:00,13:30:00,
2024-03-02,Saturday,Person 29,09:00:00,17:30:00,Program Training,13:30:00,15:00:00,
2024-03-02,Saturday,Person 29,09:00:00,17:30:00,Break,15:00:00,15:15:00,
2024-03-02,Saturday,Person 29,09:00:00,17:30:00,Program Training,15:15:00,17:30:00,
2024-03-05,Tuesday,Person 29,08:30:00,19:00:00,On Queue,08:30:00,10:00:00,
2024-03-05,Tuesday,Person 29,08:30:00,19:00:00,Break,10:00:00,10:15:00,
2024-03-05,Tuesday,Person 29,08:30:00,19:00:00,On Queue,10:15:00,12:15:00,
2024-03-05,Tuesday,Person 29,08:30:00,19:00:00,Meal,12:15:00,12:45:00,
2024-03-05,Tuesday,Person 29,08:30:00,19:00:00,On Queue,12:45:00,15:15:00,
2024-03-05,Tuesday,Person 29,08:30:00,19:00:00,Break,15:15:00,15:30:00,
2024-03-05,Tuesday,Person 29,08:30:00,19:00:00,On Queue,15:30:00,17:15:00,
2024-03-05,Tuesday,Person 29,08:30:00,19:00:00,Break,17:15:00,17:30:00,
2024-03-05,Tuesday,Person 29,08:30:00,19:00:00,On Queue,17:30:00,19:00:00,
2024-03-06,Wednesday,Person 29,08:30:00,19:00:00,On Queue,08:30:00,10:00:00,
2024-03-06,Wednesday,Person 29,08:30:00,19:00:00,Break,10:00:00,10:15:00,
2024-03-06,Wednesday,Person 29,08:30:00,19:00:00,On Queue,10:15:00,12:00:00,
2024-03-06,Wednesday,Person 29,08:30:00,19:00:00,Meal,12:00:00,12:30:00,
2024-03-06,Wednesday,Person 29,08:30:00,19:00:00,On Queue,12:30:00,14:30:00,
2024-03-06,Wednesday,Person 29,08:30:00,19:00:00,Break,14:30:00,14:45:00,
2024-03-06,Wednesday,Person 29,08:30:00,19:00:00,On Queue,14:45:00,17:15:00,
2024-03-06,Wednesday,Person 29,08:30:00,19:00:00,Break,17:15:00,17:30:00,
2024-03-06,Wednesday,Person 29,08:30:00,19:00:00,On Queue,17:30:00,19:00:00,
2024-03-07,Thursday,Person 29,08:30:00,19:00:00,On Queue,08:30:00,10:00:00,
2024-03-07,Thursday,Person 29,08:30:00,19:00:00,Break,10:00:00,10:15:00,
2024-03-07,Thursday,Person 29,08:30:00,19:00:00,On Queue,10:15:00,12:45:00,
2024-03-07,Thursday,Person 29,08:30:00,19:00:00,Meal,12:45:00,13:15:00,
2024-03-07,Thursday,Person 29,08:30:00,19:00:00,On Queue,13:15:00,15:15:00,
2024-03-07,Thursday,Person 29,08:30:00,19:00:00,Break,15:15:00,15:30:00,
2024-03-07,Thursday,Person 29,08:30:00,19:00:00,On Queue,15:30:00,17:30:00,
2024-03-07,Thursday,Person 29,08:30:00,19:00:00,Break,17:30:00,17:45:00,
2024-03-07,Thursday,Person 29,08:30:00,19:00:00,On Queue,17:45:00,19:00:00,
2024-03-09,Saturday,Person 29,09:00:00,17:30:00,Program Training,09:00:00,11:15:00,
2024-03-09,Saturday,Person 29,09:00:00,17:30:00,Break,11:15:00,11:30:00,
2024-03-09,Saturday,Person 29,09:00:00,17:30:00,Program Training,11:30:00,13:00:00,
2024-03-09,Saturday,Person 29,09:00:00,17:30:00,Meal,13:00:00,13:30:00,
2024-03-09,Saturday,Person 29,09:00:00,17:30:00,Program Training,13:30:00,15:00:00,
2024-03-09,Saturday,Person 29,09:00:00,17:30:00,Break,15:00:00,15:15:00,
2024-03-09,Saturday,Person 29,09:00:00,17:30:00,Program Training,15:15:00,17:30:00,
2024-03-12,Tuesday,Person 29,08:30:00,19:00:00,On Queue,08:30:00,10:00:00,
2024-03-12,Tuesday,Person 29,08:30:00,19:00:00,Break,10:00:00,10:15:00,
2024-03-12,Tuesday,Person 29,08:30:00,19:00:00,On Queue,10:15:00,12:15:00,
2024-03-12,Tuesday,Person 29,08:30:00,19:00:00,Meal,12:15:00,12:45:00,
2024-03-12,Tuesday,Person 29,08:30:00,19:00:00,On Queue,12:45:00,14:30:00,
2024-03-12,Tuesday,Person 29,08:30:00,19:00:00,Break,14:30:00,14:45:00,
2024-03-12,Tuesday,Person 29,08:30:00,19:00:00,On Queue,14:45:00,17:15:00,
2024-03-12,Tuesday,Person 29,08:30:00,19:00:00,Break,17:15:00,17:30:00,
2024-03-12,Tuesday,Person 29,08:30:00,19:00:00,On Queue,17:30:00,19:00:00,
2024-03-13,Wednesday,Person 29,08:30:00,19:00:00,On Queue,08:30:00,09:30:00,
2024-03-13,Wednesday,Person 29,08:30:00,19:00:00,Program Training,09:30:00,11:30:00,
2024-03-13,Wednesday,Person 29,08:30:00,19:00:00,Break,11:30:00,11:45:00,
2024-03-13,Wednesday,Person 29,08:30:00,19:00:00,On Queue,11:45:00,13:15:00,
2024-03-13,Wednesday,Person 29,08:30:00,19:00:00,Meal,13:15:00,13:45:00,
2024-03-13,Wednesday,Person 29,08:30:00,19:00:00,On Queue,13:45:00,15:15:00,
2024-03-13,Wednesday,Person 29,08:30:00,19:00:00,Break,15:15:00,15:30:00,
2024-03-13,Wednesday,Person 29,08:30:00,19:00:00,On Queue,15:30:00,15:47:00,
2024-03-13,Wednesday,Person 29,08:30:00,19:00:00,Absent,15:47:00,19:00:00,
2024-03-14,Thursday,Person 29,08:30:00,19:00:00,Absent,08:30:00,19:00:00,
2024-03-18,Monday,Person 29,08:30:00,19:00:00,Absent,08:30:00,19:00:00,
2024-03-19,Tuesday,Person 29,08:30:00,19:00:00,Absent,08:30:00,19:00:00,
2024-03-20,Wednesday,Person 29,08:30:00,19:00:00,Absent,08:30:00,19:00:00,
2024-03-21,Thursday,Person 29,08:30:00,19:00:00,Absent,08:30:00,19:00:00,
2024-02-26,Monday,Person 30,10:00:00,18:30:00,On Queue,10:00:00,11:45:00,
2024-02-26,Monday,Person 30,10:00:00,18:30:00,Break,11:45:00,12:00:00,
2024-02-26,Monday,Person 30,10:00:00,18:30:00,On Queue,12:00:00,13:30:00,
2024-02-26,Monday,Person 30,10:00:00,18:30:00,Meal,13:30:00,14:00:00,
2024-02-26,Monday,Person 30,10:00:00,18:30:00,On Queue,14:00:00,16:45:00,
2024-02-26,Monday,Person 30,10:00:00,18:30:00,Break,16:45:00,17:00:00,
2024-02-26,Monday,Person 30,10:00:00,18:30:00,On Queue,17:00:00,18:30:00,
2024-02-27,Tuesday,Person 30,10:00:00,18:30:00,On Queue,10:00:00,11:30:00,
2024-02-27,Tuesday,Person 30,10:00:00,18:30:00,Break,11:30:00,11:45:00,
2024-02-27,Tuesday,Person 30,10:00:00,18:30:00,On Queue,11:45:00,14:30:00,
2024-02-27,Tuesday,Person 30,10:00:00,18:30:00,Meal,14:30:00,15:00:00,
2024-02-27,Tuesday,Person 30,10:00:00,18:30:00,On Queue,15:00:00,16:45:00,
2024-02-27,Tuesday,Person 30,10:00:00,18:30:00,Break,16:45:00,17:00:00,
2024-02-27,Tuesday,Person 30,10:00:00,18:30:00,On Queue,17:00:00,18:30:00,
2024-02-28,Wednesday,Person 30,10:00:00,18:30:00,On Queue,10:00:00,11:45:00,
2024-02-28,Wednesday,Person 30,10:00:00,18:30:00,Break,11:45:00,12:00:00,
2024-02-28,Wednesday,Person 30,10:00:00,18:30:00,On Queue,12:00:00,14:30:00,
2024-02-28,Wednesday,Person 30,10:00:00,18:30:00,Meal,14:30:00,15:00:00,
2024-02-28,Wednesday,Person 30,10:00:00,18:30:00,On Queue,15:00:00,17:00:00,
2024-02-28,Wednesday,Person 30,10:00:00,18:30:00,Break,17:00:00,17:15:00,
2024-02-28,Wednesday,Person 30,10:00:00,18:30:00,On Queue,17:15:00,18:30:00,
2024-02-29,Thursday,Person 30,10:00:00,18:30:00,On Queue,10:00:00,11:30:00,
2024-02-29,Thursday,Person 30,10:00:00,18:30:00,Break,11:30:00,11:45:00,
2024-02-29,Thursday,Person 30,10:00:00,18:30:00,On Queue,11:45:00,14:30:00,
2024-02-29,Thursday,Person 30,10:00:00,18:30:00,Meal,14:30:00,15:00:00,
2024-02-29,Thursday,Person 30,10:00:00,18:30:00,On Queue,15:00:00,16:45:00,
2024-02-29,Thursday,Person 30,10:00:00,18:30:00,Break,16:45:00,17:00:00,
2024-02-29,Thursday,Person 30,10:00:00,18:30:00,On Queue,17:00:00,18:30:00,
2024-03-03,Sunday,Person 30,10:00:00,18:30:00,On Queue,10:00:00,11:30:00,
2024-03-03,Sunday,Person 30,10:00:00,18:30:00,Break,11:30:00,11:45:00,
2024-03-03,Sunday,Person 30,10:00:00,18:30:00,On Queue,11:45:00,14:30:00,
2024-03-03,Sunday,Person 30,10:00:00,18:30:00,Meal,14:30:00,15:00:00,
2024-03-03,Sunday,Person 30,10:00:00,18:30:00,On Queue,15:00:00,16:45:00,
2024-03-03,Sunday,Person 30,10:00:00,18:30:00,Break,16:45:00,17:00:00,
2024-03-03,Sunday,Person 30,10:00:00,18:30:00,On Queue,17:00:00,18:30:00,
2024-03-04,Monday,Person 30,,,,,,full day off - Absent
2024-03-05,Tuesday,Person 30,10:00:00,18:30:00,On Queue,10:00:00,11:45:00,
2024-03-05,Tuesday,Person 30,10:00:00,18:30:00,Break,11:45:00,12:00:00,
2024-03-05,Tuesday,Person 30,10:00:00,18:30:00,On Queue,12:00:00,14:30:00,
2024-03-05,Tuesday,Person 30,10:00:00,18:30:00,Meal,14:30:00,15:00:00,
2024-03-05,Tuesday,Person 30,10:00:00,18:30:00,On Queue,15:00:00,17:00:00,
2024-03-05,Tuesday,Person 30,10:00:00,18:30:00,Break,17:00:00,17:15:00,
2024-03-05,Tuesday,Person 30,10:00:00,18:30:00,On Queue,17:15:00,18:30:00,
2024-03-06,Wednesday,Person 30,10:00:00,18:30:00,On Queue,10:00:00,11:30:00,
2024-03-06,Wednesday,Person 30,10:00:00,18:30:00,Break,11:30:00,11:45:00,
2024-03-06,Wednesday,Person 30,10:00:00,18:30:00,On Queue,11:45:00,14:30:00,
2024-03-06,Wednesday,Person 30,10:00:00,18:30:00,Meal,14:30:00,15:00:00,
2024-03-06,Wednesday,Person 30,10:00:00,18:30:00,On Queue,15:00:00,16:15:00,
2024-03-06,Wednesday,Person 30,10:00:00,18:30:00,Break,16:15:00,16:30:00,
2024-03-06,Wednesday,Person 30,10:00:00,18:30:00,On Queue,16:30:00,18:30:00,
2024-03-07,Thursday,Person 30,10:00:00,18:30:00,On Queue,10:00:00,11:30:00,
2024-03-07,Thursday,Person 30,10:00:00,18:30:00,Break,11:30:00,11:45:00,
2024-03-07,Thursday,Person 30,10:00:00,18:30:00,On Queue,11:45:00,12:10:00,
2024-03-07,Thursday,Person 30,10:00:00,18:30:00,Absent,12:10:00,14:42:00,
2024-03-07,Thursday,Person 30,10:00:00,18:30:00,On Queue,14:42:00,18:30:00,
2024-03-10,Sunday,Person 30,10:00:00,18:30:00,On Queue,10:00:00,11:30:00,
2024-03-10,Sunday,Person 30,10:00:00,18:30:00,Break,11:30:00,11:45:00,
2024-03-10,Sunday,Person 30,10:00:00,18:30:00,On Queue,11:45:00,12:46:00,
2024-03-10,Sunday,Person 30,10:00:00,18:30:00,Absent,12:46:00,16:20:00,
2024-03-10,Sunday,Person 30,10:00:00,18:30:00,On Queue,16:20:00,17:00:00,
2024-03-10,Sunday,Person 30,10:00:00,18:30:00,Break,17:00:00,17:15:00,
2024-03-10,Sunday,Person 30,10:00:00,18:30:00,On Queue,17:15:00,18:30:00,
2024-03-11,Monday,Person 30,10:00:00,18:30:00,On Queue,10:00:00,11:30:00,
2024-03-11,Monday,Person 30,10:00:00,18:30:00,Break,11:30:00,11:45:00,
2024-03-11,Monday,Person 30,10:00:00,18:30:00,On Queue,11:45:00,13:30:00,
2024-03-11,Monday,Person 30,10:00:00,18:30:00,Meal,13:30:00,14:00:00,
2024-03-11,Monday,Person 30,10:00:00,18:30:00,On Queue,14:00:00,17:00:00,
2024-03-11,Monday,Person 30,10:00:00,18:30:00,Break,17:00:00,17:15:00,
2024-03-11,Monday,Person 30,10:00:00,18:30:00,On Queue,17:15:00,18:30:00,
2024-03-12,Tuesday,Person 30,10:00:00,18:30:00,On Queue,10:00:00,11:45:00,
2024-03-12,Tuesday,Person 30,10:00:00,18:30:00,Break,11:45:00,12:00:00,
2024-03-12,Tuesday,Person 30,10:00:00,18:30:00,On Queue,12:00:00,13:30:00,
2024-03-12,Tuesday,Person 30,10:00:00,18:30:00,Meal,13:30:00,14:00:00,
2024-03-12,Tuesday,Person 30,10:00:00,18:30:00,On Queue,14:00:00,17:00:00,
2024-03-12,Tuesday,Person 30,10:00:00,18:30:00,Break,17:00:00,17:15:00,
2024-03-12,Tuesday,Person 30,10:00:00,18:30:00,On Queue,17:15:00,18:30:00,
2024-03-13,Wednesday,Person 30,10:00:00,18:30:00,On Queue,10:00:00,11:30:00,
2024-03-13,Wednesday,Person 30,10:00:00,18:30:00,Break,11:30:00,11:45:00,
2024-03-13,Wednesday,Person 30,10:00:00,18:30:00,On Queue,11:45:00,14:00:00,
2024-03-13,Wednesday,Person 30,10:00:00,18:30:00,Meal,14:00:00,14:30:00,
2024-03-13,Wednesday,Person 30,10:00:00,18:30:00,On Queue,14:30:00,14:42:00,
2024-03-13,Wednesday,Person 30,10:00:00,18:30:00,Absent,14:42:00,15:30:00,
2024-03-13,Wednesday,Person 30,10:00:00,18:30:00,On Queue,15:30:00,18:30:00,
2024-03-14,Thursday,Person 30,10:00:00,18:30:00,On Queue,10:00:00,11:45:00,
2024-03-14,Thursday,Person 30,10:00:00,18:30:00,Break,11:45:00,12:00:00,
2024-03-14,Thursday,Person 30,10:00:00,18:30:00,On Queue,12:00:00,14:30:00,
2024-03-14,Thursday,Person 30,10:00:00,18:30:00,Meal,14:30:00,15:00:00,
2024-03-14,Thursday,Person 30,10:00:00,18:30:00,On Queue,15:00:00,16:45:00,
2024-03-14,Thursday,Person 30,10:00:00,18:30:00,Break,16:45:00,17:00:00,
2024-03-14,Thursday,Person 30,10:00:00,18:30:00,On Queue,17:00:00,18:30:00,
2024-03-17,Sunday,Person 30,10:00:00,18:30:00,Absent,10:00:00,18:30:00,
2024-03-18,Monday,Person 30,10:00:00,18:30:00,Absent,10:00:00,18:30:00,
2024-03-19,Tuesday,Person 30,10:00:00,18:30:00,On Queue,10:00:00,11:30:00,
2024-03-19,Tuesday,Person 30,10:00:00,18:30:00,Break,11:30:00,11:45:00,
2024-03-19,Tuesday,Person 30,10:00:00,18:30:00,On Queue,11:45:00,14:15:00,
2024-03-19,Tuesday,Person 30,10:00:00,18:30:00,Meal,14:15:00,14:45:00,
2024-03-19,Tuesday,Person 30,10:00:00,18:30:00,On Queue,14:45:00,16:45:00,
2024-03-19,Tuesday,Person 30,10:00:00,18:30:00,Break,16:45:00,17:00:00,
2024-03-19,Tuesday,Person 30,10:00:00,18:30:00,On Queue,17:00:00,18:30:00,
2024-03-20,Wednesday,Person 30,10:00:00,18:30:00,Meeting,10:00:00,10:30:00,
2024-03-20,Wednesday,Person 30,10:00:00,18:30:00,On Queue,10:30:00,11:30:00,
2024-03-20,Wednesday,Person 30,10:00:00,18:30:00,Break,11:30:00,11:45:00,
2024-03-20,Wednesday,Person 30,10:00:00,18:30:00,On Queue,11:45:00,13:44:00,
2024-03-20,Wednesday,Person 30,10:00:00,18:30:00,NCNS,13:44:00,18:30:00,
2024-03-21,Thursday,Person 30,10:00:00,18:30:00,On Queue,10:00:00,11:30:00,
2024-03-21,Thursday,Person 30,10:00:00,18:30:00,Break,11:30:00,11:45:00,
2024-03-21,Thursday,Person 30,10:00:00,18:30:00,On Queue,11:45:00,13:30:00,
2024-03-21,Thursday,Person 30,10:00:00,18:30:00,Meal,13:30:00,14:00:00,
2024-03-21,Thursday,Person 30,10:00:00,18:30:00,On Queue,14:00:00,17:00:00,
2024-03-21,Thursday,Person 30,10:00:00,18:30:00,Break,17:00:00,17:15:00,
2024-03-21,Thursday,Person 30,10:00:00,18:30:00,On Queue,17:15:00,18:30:00,
2024-03-24,Sunday,Person 30,10:00:00,18:30:00,On Queue,10:00:00,11:30:00,
2024-03-24,Sunday,Person 30,10:00:00,18:30:00,Break,11:30:00,11:45:00,
2024-03-24,Sunday,Person 30,10:00:00,18:30:00,On Queue,11:45:00,14:30:00,
2024-03-24,Sunday,Person 30,10:00:00,18:30:00,Meal,14:30:00,14:33:00,
2024-03-24,Sunday,Person 30,10:00:00,18:30:00,Absent,14:33:00,18:30:00,
2024-02-26,Monday,Person 31,,,,,,full day off - Time Off
2024-02-27,Tuesday,Person 31,08:30:00,17:00:00,Time Off,08:30:00,10:15:00,
2024-02-27,Tuesday,Person 31,08:30:00,17:00:00,On Queue,10:15:00,12:45:00,
2024-02-27,Tuesday,Person 31,08:30:00,17:00:00,Meal,12:45:00,13:15:00,
2024-02-27,Tuesday,Person 31,08:30:00,17:00:00,On Queue,13:15:00,15:15:00,
2024-02-27,Tuesday,Person 31,08:30:00,17:00:00,Break,15:15:00,15:30:00,
2024-02-27,Tuesday,Person 31,08:30:00,17:00:00,On Queue,15:30:00,17:00:00,
2024-02-28,Wednesday,Person 31,08:30:00,17:00:00,On Queue,08:30:00,10:00:00,
2024-02-28,Wednesday,Person 31,08:30:00,17:00:00,Break,10:00:00,10:15:00,
2024-02-28,Wednesday,Person 31,08:30:00,17:00:00,On Queue,10:15:00,13:00:00,
2024-02-28,Wednesday,Person 31,08:30:00,17:00:00,Meal,13:00:00,13:30:00,
2024-02-28,Wednesday,Person 31,08:30:00,17:00:00,On Queue,13:30:00,15:15:00,
2024-02-28,Wednesday,Person 31,08:30:00,17:00:00,Break,15:15:00,15:30:00,
2024-02-28,Wednesday,Person 31,08:30:00,17:00:00,On Queue,15:30:00,17:00:00,
2024-02-29,Thursday,Person 31,08:30:00,17:00:00,On Queue,08:30:00,10:00:00,
2024-02-29,Thursday,Person 31,08:30:00,17:00:00,Break,10:00:00,10:15:00,
2024-02-29,Thursday,Person 31,08:30:00,17:00:00,On Queue,10:15:00,13:00:00,
2024-02-29,Thursday,Person 31,08:30:00,17:00:00,Meal,13:00:00,13:30:00,
2024-02-29,Thursday,Person 31,08:30:00,17:00:00,On Queue,13:30:00,15:15:00,
2024-02-29,Thursday,Person 31,08:30:00,17:00:00,Break,15:15:00,15:30:00,
2024-02-29,Thursday,Person 31,08:30:00,17:00:00,On Queue,15:30:00,17:00:00,
2024-03-01,Friday,Person 31,08:30:00,17:00:00,On Queue,08:30:00,10:00:00,
2024-03-01,Friday,Person 31,08:30:00,17:00:00,Break,10:00:00,10:15:00,
2024-03-01,Friday,Person 31,08:30:00,17:00:00,On Queue,10:15:00,13:00:00,
2024-03-01,Friday,Person 31,08:30:00,17:00:00,Meal,13:00:00,13:30:00,
2024-03-01,Friday,Person 31,08:30:00,17:00:00,On Queue,13:30:00,14:45:00,
2024-03-01,Friday,Person 31,08:30:00,17:00:00,Break,14:45:00,15:00:00,
2024-03-01,Friday,Person 31,08:30:00,17:00:00,On Queue,15:00:00,17:00:00,
2024-03-04,Monday,Person 31,08:30:00,17:00:00,On Queue,08:30:00,10:00:00,
2024-03-04,Monday,Person 31,08:30:00,17:00:00,Break,10:00:00,10:15:00,
2024-03-04,Monday,Person 31,08:30:00,17:00:00,On Queue,10:15:00,12:30:00,
2024-03-04,Monday,Person 31,08:30:00,17:00:00,Meal,12:30:00,13:00:00,
2024-03-04,Monday,Person 31,08:30:00,17:00:00,On Queue,13:00:00,14:45:00,
2024-03-04,Monday,Person 31,08:30:00,17:00:00,Break,14:45:00,15:00:00,
2024-03-04,Monday,Person 31,08:30:00,17:00:00,On Queue,15:00:00,17:00:00,
2024-03-05,Tuesday,Person 31,08:30:00,17:00:00,On Queue,08:30:00,10:15:00,
2024-03-05,Tuesday,Person 31,08:30:00,17:00:00,Break,10:15:00,10:30:00,
2024-03-05,Tuesday,Person 31,08:30:00,17:00:00,On Queue,10:30:00,12:00:00,
2024-03-05,Tuesday,Person 31,08:30:00,17:00:00,Meal,12:00:00,12:30:00,
2024-03-05,Tuesday,Person 31,08:30:00,17:00:00,On Queue,12:30:00,15:15:00,
2024-03-05,Tuesday,Person 31,08:30:00,17:00:00,Break,15:15:00,15:30:00,
2024-03-05,Tuesday,Person 31,08:30:00,17:00:00,On Queue,15:30:00,17:00:00,
2024-03-06,Wednesday,Person 31,08:30:00,17:00:00,On Queue,08:30:00,10:00:00,
2024-03-06,Wednesday,Person 31,08:30:00,17:00:00,Break,10:00:00,10:15:00,
2024-03-06,Wednesday,Person 31,08:30:00,17:00:00,On Queue,10:15:00,12:45:00,
2024-03-06,Wednesday,Person 31,08:30:00,17:00:00,Meal,12:45:00,13:15:00,
